Year,Month,Location,Latitude,Longitude,Temperature,Rainfall,Precipitation,Mosquito_Density,Cases
2012,6,Whitefield,12.9698,77.7499,31.0,18.7,20.7,49.4,30
2012,6,Koramangala,12.9345,77.6192,24.9,198.7,78.8,69.6,70
2012,6,Jayanagar,12.925,77.5938,25.1,106.3,115.8,147.0,89
2012,6,Malleshwaram,13.0097,77.5649,29.6,208.0,91.5,46.5,50
2012,6,Hebbal,13.0358,77.597,23.4,291.9,44.6,64.9,75
2012,6,Electronic City,12.8445,77.6636,23.1,211.5,47.6,76.3,82
2012,6,BTM Layout,12.9166,77.6101,24.1,36.6,101.5,82.1,35
2012,6,Rajajinagar,12.998,77.5542,34.7,245.5,143.2,162.9,45
2012,6,Marathahalli,12.9563,77.7011,30.7,103.9,66.4,58.7,65
2012,6,Bannerghatta,12.8,77.5771,27.2,60.6,80.8,187.3,46
2012,6,Yeshwanthpur,13.0286,77.5308,29.2,176.0,36.4,137.3,39
2012,7,Indiranagar,12.9784,77.6408,28.0,191.4,7.9,88.5,48
2012,7,Whitefield,12.9698,77.7499,31.6,1.6,82.6,186.5,40
2012,7,Koramangala,12.9345,77.6192,26.1,280.5,131.8,100.7,66
2012,7,Jayanagar,12.925,77.5938,24.8,193.8,136.2,27.0,98
2012,7,Malleshwaram,13.0097,77.5649,28.6,160.5,108.5,188.0,60
2012,7,Hebbal,13.0358,77.597,33.2,52.7,137.9,199.5,43
2012,7,Electronic City,12.8445,77.6636,26.0,148.6,140.5,192.8,86
2012,7,BTM Layout,12.9166,77.6101,20.1,170.4,16.1,196.8,31
2012,7,Rajajinagar,12.998,77.5542,24.3,296.7,81.5,103.8,86
2012,7,Marathahalli,12.9563,77.7011,27.0,57.8,16.9,40.9,35
2012,7,Bannerghatta,12.8,77.5771,26.9,77.2,27.9,150.0,56
2012,7,Yeshwanthpur,13.0286,77.5308,31.4,52.6,128.4,180.4,24
2012,8,Indiranagar,12.9784,77.6408,32.4,154.6,13.0,137.2,54
2012,8,Whitefield,12.9698,77.7499,24.9,74.4,39.1,54.7,60
2012,8,Koramangala,12.9345,77.6192,31.3,286.2,45.3,147.3,79
2012,8,Jayanagar,12.925,77.5938,30.4,18.6,17.7,68.3,52
2012,8,Malleshwaram,13.0097,77.5649,26.1,150.8,134.3,143.7,46
2012,8,Hebbal,13.0358,77.597,33.7,88.5,92.2,51.6,59
2012,8,Electronic City,12.8445,77.6636,22.0,46.0,112.2,125.1,28
2012,8,BTM Layout,12.9166,77.6101,27.1,161.3,99.6,51.5,62
2012,8,Rajajinagar,12.998,77.5542,23.7,226.4,131.0,25.6,20
2012,8,Marathahalli,12.9563,77.7011,21.2,169.3,9.3,114.1,60
2012,8,Bannerghatta,12.8,77.5771,27.6,171.8,22.5,72.3,40
2012,8,Yeshwanthpur,13.0286,77.5308,23.1,174.9,13.6,107.0,48
2012,9,Indiranagar,12.9784,77.6408,32.1,136.0,77.0,96.8,70
2012,9,Whitefield,12.9698,77.7499,32.1,217.0,59.4,165.1,57
2012,9,Koramangala,12.9345,77.6192,31.2,173.5,6.8,75.5,109
2012,9,Jayanagar,12.925,77.5938,34.0,20.7,140.1,16.0,75
2012,9,Malleshwaram,13.0097,77.5649,26.1,230.7,114.9,195.9,37
2012,9,Hebbal,13.0358,77.597,34.9,114.7,130.4,182.3,33
2012,9,Electronic City,12.8445,77.6636,25.6,204.8,99.3,112.5,39
2012,9,BTM Layout,12.9166,77.6101,22.7,161.2,79.3,148.3,34
2012,9,Rajajinagar,12.998,77.5542,23.3,1.0,3.4,66.7,38
2012,9,Marathahalli,12.9563,77.7011,28.0,247.0,37.1,75.8,27
2012,9,Bannerghatta,12.8,77.5771,24.1,281.2,108.8,31.4,57
2012,9,Yeshwanthpur,13.0286,77.5308,31.5,265.1,2.3,49.2,30
2012,10,Indiranagar,12.9784,77.6408,21.5,10.1,89.7,143.6,81
2012,10,Whitefield,12.9698,77.7499,26.0,70.3,32.6,174.1,59
2012,10,Koramangala,12.9345,77.6192,20.8,151.2,43.4,165.0,47
2012,10,Jayanagar,12.925,77.5938,29.0,201.8,48.1,67.3,32
2012,10,Malleshwaram,13.0097,77.5649,22.1,198.1,33.2,67.1,95
2012,10,Hebbal,13.0358,77.597,33.2,273.5,93.9,91.2,68
2012,10,Electronic City,12.8445,77.6636,27.4,291.7,141.2,137.6,53
2012,10,BTM Layout,12.9166,77.6101,26.2,44.8,56.5,153.3,32
2012,10,Rajajinagar,12.998,77.5542,27.1,254.8,45.1,144.4,65
2012,10,Marathahalli,12.9563,77.7011,28.4,290.3,83.6,35.5,8
2012,10,Bannerghatta,12.8,77.5771,23.6,61.0,97.0,185.2,55
2012,10,Yeshwanthpur,13.0286,77.5308,30.9,57.1,40.3,138.0,42
2012,11,Indiranagar,12.9784,77.6408,29.0,262.1,28.2,154.7,45
2012,11,Whitefield,12.9698,77.7499,27.2,260.8,49.9,191.8,24
2012,11,Koramangala,12.9345,77.6192,20.2,281.1,144.3,32.3,72
2012,11,Jayanagar,12.925,77.5938,23.6,181.3,30.7,183.9,49
2012,11,Malleshwaram,13.0097,77.5649,28.3,232.7,57.1,111.4,40
2012,11,Hebbal,13.0358,77.597,27.7,149.2,14.8,196.5,62
2012,11,Electronic City,12.8445,77.6636,27.0,251.9,137.1,80.4,27
2012,11,BTM Layout,12.9166,77.6101,23.3,43.8,39.1,187.6,63
2012,11,Rajajinagar,12.998,77.5542,28.7,125.3,22.9,72.7,22
2012,11,Marathahalli,12.9563,77.7011,27.5,196.4,102.7,58.9,75
2012,11,Bannerghatta,12.8,77.5771,32.3,290.0,96.3,103.2,67
2012,11,Yeshwanthpur,13.0286,77.5308,22.5,216.1,73.2,184.2,81
2012,12,Indiranagar,12.9784,77.6408,28.1,192.5,8.8,16.4,77
2012,12,Whitefield,12.9698,77.7499,30.0,229.3,61.9,170.1,10
2012,12,Koramangala,12.9345,77.6192,23.5,212.2,1.4,106.1,30
2012,12,Jayanagar,12.925,77.5938,30.0,185.0,72.5,102.7,69
2012,12,Malleshwaram,13.0097,77.5649,20.1,165.5,1.8,110.6,41
2012,12,Hebbal,13.0358,77.597,20.3,243.9,101.1,163.2,104
2012,12,Electronic City,12.8445,77.6636,33.6,32.1,14.4,38.3,58
2012,12,BTM Layout,12.9166,77.6101,32.2,80.2,59.5,80.9,72
2012,12,Rajajinagar,12.998,77.5542,26.1,169.5,148.5,52.9,34
2012,12,Marathahalli,12.9563,77.7011,29.8,257.5,113.9,27.8,14
2012,12,Bannerghatta,12.8,77.5771,25.7,165.8,8.4,11.8,61
2012,12,Yeshwanthpur,13.0286,77.5308,26.5,235.3,84.9,173.0,70
2013,1,Indiranagar,12.9784,77.6408,21.4,158.4,6.4,50.2,78
2013,1,Whitefield,12.9698,77.7499,27.1,14.0,11.2,185.9,19
2013,1,Koramangala,12.9345,77.6192,33.5,169.1,4.9,186.5,29
2013,1,Jayanagar,12.925,77.5938,28.8,225.7,106.9,85.7,96
2013,1,Malleshwaram,13.0097,77.5649,21.2,48.7,36.1,168.6,17
2013,1,Hebbal,13.0358,77.597,25.0,226.7,21.0,197.8,77
2013,1,Electronic City,12.8445,77.6636,30.9,150.2,146.1,20.2,14
2013,1,BTM Layout,12.9166,77.6101,25.1,230.7,143.2,85.4,64
2013,1,Rajajinagar,12.998,77.5542,31.6,8.9,41.0,198.6,31
2013,1,Marathahalli,12.9563,77.7011,34.1,129.6,102.0,135.5,51
2013,1,Bannerghatta,12.8,77.5771,21.3,185.6,119.7,145.5,60
2013,1,Yeshwanthpur,13.0286,77.5308,30.7,190.2,110.9,70.2,55
2013,2,Indiranagar,12.9784,77.6408,21.6,1.6,46.2,78.4,48
2013,2,Whitefield,12.9698,77.7499,22.8,134.7,83.2,87.5,60
2013,2,Koramangala,12.9345,77.6192,20.4,106.2,14.0,123.6,41
2013,2,Jayanagar,12.925,77.5938,24.4,116.3,12.7,181.2,67
2013,2,Malleshwaram,13.0097,77.5649,33.6,293.5,85.8,42.2,41
2013,2,Hebbal,13.0358,77.597,24.5,147.9,9.5,92.6,57
2013,2,Electronic City,12.8445,77.6636,26.3,145.3,11.5,57.8,50
2013,2,BTM Layout,12.9166,77.6101,28.9,58.7,16.0,67.9,78
2013,2,Rajajinagar,12.998,77.5542,34.2,99.7,93.0,162.8,41
2013,2,Marathahalli,12.9563,77.7011,32.2,257.9,146.1,35.9,65
2013,2,Bannerghatta,12.8,77.5771,24.8,284.2,30.1,69.7,101
2013,2,Yeshwanthpur,13.0286,77.5308,24.4,208.5,73.7,119.4,38
2013,3,Indiranagar,12.9784,77.6408,23.6,112.8,122.5,84.7,69
2013,3,Whitefield,12.9698,77.7499,28.9,163.7,102.3,114.5,66
2013,3,Koramangala,12.9345,77.6192,34.3,138.5,106.3,93.3,42
2013,3,Jayanagar,12.925,77.5938,32.3,238.7,61.4,104.9,79
2013,3,Malleshwaram,13.0097,77.5649,29.5,72.6,98.8,145.9,51
2013,3,Hebbal,13.0358,77.597,34.9,143.8,60.1,106.3,42
2013,3,Electronic City,12.8445,77.6636,33.8,207.5,81.5,160.2,23
2013,3,BTM Layout,12.9166,77.6101,28.1,191.5,12.7,156.1,82
2013,3,Rajajinagar,12.998,77.5542,29.9,106.5,97.0,18.4,79
2013,3,Marathahalli,12.9563,77.7011,26.0,225.8,144.9,91.8,46
2013,3,Bannerghatta,12.8,77.5771,20.2,77.6,76.6,108.6,27
2013,3,Yeshwanthpur,13.0286,77.5308,26.7,117.3,115.9,121.8,37
2013,4,Indiranagar,12.9784,77.6408,27.5,103.5,3.7,29.9,5
2013,4,Whitefield,12.9698,77.7499,21.7,282.2,21.3,69.3,75
2013,4,Koramangala,12.9345,77.6192,26.8,62.1,72.4,100.5,21
2013,4,Jayanagar,12.925,77.5938,24.8,90.1,121.5,31.9,61
2013,4,Malleshwaram,13.0097,77.5649,32.7,194.4,101.6,41.2,64
2013,4,Hebbal,13.0358,77.597,22.6,48.0,84.0,192.1,48
2013,4,Electronic City,12.8445,77.6636,23.5,121.5,27.7,131.7,45
2013,4,BTM Layout,12.9166,77.6101,29.2,59.2,88.8,83.9,52
2013,4,Rajajinagar,12.998,77.5542,30.6,61.7,112.8,163.7,58
2013,4,Marathahalli,12.9563,77.7011,33.1,56.1,48.9,96.9,53
2013,4,Bannerghatta,12.8,77.5771,23.9,258.8,79.2,131.4,27
2013,4,Yeshwanthpur,13.0286,77.5308,28.8,104.4,126.8,127.3,34
2013,5,Indiranagar,12.9784,77.6408,32.2,211.8,44.6,126.8,59
2013,5,Whitefield,12.9698,77.7499,21.8,91.6,27.5,141.8,55
2013,5,Koramangala,12.9345,77.6192,27.7,125.5,20.7,82.9,61
2013,5,Jayanagar,12.925,77.5938,30.4,193.6,150.0,115.4,76
2013,5,Malleshwaram,13.0097,77.5649,27.3,42.1,47.2,95.7,67
2013,5,Hebbal,13.0358,77.597,20.1,41.0,122.3,193.1,56
2013,5,Electronic City,12.8445,77.6636,27.6,148.5,102.7,89.0,62
2013,5,BTM Layout,12.9166,77.6101,21.2,9.3,114.2,65.5,30
2013,5,Rajajinagar,12.998,77.5542,24.1,161.3,25.2,96.9,48
2013,5,Marathahalli,12.9563,77.7011,28.2,34.0,17.1,157.3,15
2013,5,Bannerghatta,12.8,77.5771,32.3,110.1,123.4,17.9,45
2013,5,Yeshwanthpur,13.0286,77.5308,34.8,30.7,124.5,152.8,25
2013,6,Indiranagar,12.9784,77.6408,24.5,299.8,67.5,76.2,58
2013,6,Whitefield,12.9698,77.7499,34.9,232.7,35.5,164.0,30
2013,6,Koramangala,12.9345,77.6192,28.8,105.2,106.6,130.2,55
2013,6,Jayanagar,12.925,77.5938,23.1,62.1,8.9,76.7,59
2013,6,Malleshwaram,13.0097,77.5649,24.2,161.6,48.5,143.8,46
2013,6,Hebbal,13.0358,77.597,32.9,295.6,101.9,28.1,65
2013,6,Electronic City,12.8445,77.6636,34.4,235.7,137.8,198.6,56
2013,6,BTM Layout,12.9166,77.6101,33.0,74.9,106.7,167.4,42
2013,6,Rajajinagar,12.998,77.5542,31.4,202.9,73.4,119.7,47
2013,6,Marathahalli,12.9563,77.7011,26.8,190.1,132.0,27.7,70
2013,6,Bannerghatta,12.8,77.5771,27.7,83.5,140.5,80.1,66
2013,6,Yeshwanthpur,13.0286,77.5308,20.0,232.2,109.9,148.9,44
2013,7,Indiranagar,12.9784,77.6408,26.9,199.2,53.7,22.0,36
2013,7,Whitefield,12.9698,77.7499,26.4,63.6,40.3,167.4,46
2013,7,Koramangala,12.9345,77.6192,25.1,173.4,84.9,102.2,33
2013,7,Jayanagar,12.925,77.5938,20.7,29.9,117.6,97.3,75
2013,7,Malleshwaram,13.0097,77.5649,21.9,257.3,66.2,10.1,62
2013,7,Hebbal,13.0358,77.597,30.3,39.6,97.5,40.2,46
2013,7,Electronic City,12.8445,77.6636,34.0,82.2,98.2,57.6,20
2013,7,BTM Layout,12.9166,77.6101,22.5,118.9,45.8,142.9,81
2013,7,Rajajinagar,12.998,77.5542,23.5,196.6,105.6,10.2,39
2013,7,Marathahalli,12.9563,77.7011,23.4,204.0,1.4,142.2,51
2013,7,Bannerghatta,12.8,77.5771,32.3,296.4,63.3,35.1,67
2013,7,Yeshwanthpur,13.0286,77.5308,31.0,30.7,47.0,177.4,58
2013,8,Indiranagar,12.9784,77.6408,22.1,232.0,113.0,35.3,61
2013,8,Whitefield,12.9698,77.7499,28.0,2.5,97.5,93.6,49
2013,8,Koramangala,12.9345,77.6192,30.8,188.4,22.7,88.2,34
2013,8,Jayanagar,12.925,77.5938,21.3,30.1,112.9,122.0,13
2013,8,Malleshwaram,13.0097,77.5649,25.8,289.0,47.2,36.6,48
2013,8,Hebbal,13.0358,77.597,28.3,180.0,91.1,158.0,58
2013,8,Electronic City,12.8445,77.6636,30.4,254.4,98.8,67.3,26
2013,8,BTM Layout,12.9166,77.6101,31.2,88.7,8.2,180.6,47
2013,8,Rajajinagar,12.998,77.5542,34.3,148.5,16.9,104.9,29
2013,8,Marathahalli,12.9563,77.7011,34.7,296.1,140.1,35.1,36
2013,8,Bannerghatta,12.8,77.5771,32.9,170.5,54.8,139.8,53
2013,8,Yeshwanthpur,13.0286,77.5308,31.6,5.0,10.1,59.8,0
2013,9,Indiranagar,12.9784,77.6408,20.6,18.1,118.4,106.3,33
2013,9,Whitefield,12.9698,77.7499,26.2,210.5,12.4,111.9,32
2013,9,Koramangala,12.9345,77.6192,29.2,83.2,46.5,107.1,60
2013,9,Jayanagar,12.925,77.5938,28.0,117.2,95.1,168.6,84
2013,9,Malleshwaram,13.0097,77.5649,30.2,19.8,104.8,148.7,53
2013,9,Hebbal,13.0358,77.597,21.3,130.3,68.0,125.7,44
2013,9,Electronic City,12.8445,77.6636,24.6,222.5,111.1,32.7,41
2013,9,BTM Layout,12.9166,77.6101,22.5,285.9,78.5,158.8,19
2013,9,Rajajinagar,12.998,77.5542,30.8,50.1,19.0,158.4,45
2013,9,Marathahalli,12.9563,77.7011,31.6,8.8,121.1,61.7,91
2013,9,Bannerghatta,12.8,77.5771,21.0,213.7,86.5,24.6,31
2013,9,Yeshwanthpur,13.0286,77.5308,27.5,170.1,55.2,58.5,55
2013,10,Indiranagar,12.9784,77.6408,21.5,172.2,108.4,53.4,44
2013,10,Whitefield,12.9698,77.7499,32.9,73.4,70.8,82.8,49
2013,10,Koramangala,12.9345,77.6192,22.3,279.3,128.6,115.0,78
2013,10,Jayanagar,12.925,77.5938,26.3,96.5,62.4,146.9,33
2013,10,Malleshwaram,13.0097,77.5649,24.1,23.4,55.9,105.4,60
2013,10,Hebbal,13.0358,77.597,32.1,294.4,143.1,23.1,42
2013,10,Electronic City,12.8445,77.6636,27.0,84.7,126.7,72.2,47
2013,10,BTM Layout,12.9166,77.6101,23.0,169.1,45.6,128.3,49
2013,10,Rajajinagar,12.998,77.5542,27.0,177.5,74.0,156.8,64
2013,10,Marathahalli,12.9563,77.7011,31.4,73.5,1.0,87.9,90
2013,10,Bannerghatta,12.8,77.5771,23.5,103.9,125.9,176.7,51
2013,10,Yeshwanthpur,13.0286,77.5308,29.9,254.7,109.1,29.8,49
2013,11,Indiranagar,12.9784,77.6408,27.9,71.5,73.8,21.4,81
2013,11,Whitefield,12.9698,77.7499,21.4,276.4,134.6,108.8,49
2013,11,Koramangala,12.9345,77.6192,30.5,111.7,146.2,26.1,58
2013,11,Jayanagar,12.925,77.5938,32.3,22.4,85.2,92.6,56
2013,11,Malleshwaram,13.0097,77.5649,34.5,71.0,39.1,69.9,59
2013,11,Hebbal,13.0358,77.597,31.0,95.4,40.8,24.2,20
2013,11,Electronic City,12.8445,77.6636,23.0,234.0,87.7,39.5,61
2013,11,BTM Layout,12.9166,77.6101,26.1,160.8,144.7,49.5,69
2013,11,Rajajinagar,12.998,77.5542,24.6,79.5,18.0,39.9,35
2013,11,Marathahalli,12.9563,77.7011,30.5,12.1,125.4,72.3,15
2013,11,Bannerghatta,12.8,77.5771,21.4,74.5,53.4,107.6,43
2013,11,Yeshwanthpur,13.0286,77.5308,34.9,9.3,60.7,95.9,36
2013,12,Indiranagar,12.9784,77.6408,31.2,75.0,69.3,162.7,51
2013,12,Whitefield,12.9698,77.7499,32.5,294.8,19.6,166.5,52
2013,12,Koramangala,12.9345,77.6192,25.6,189.1,96.7,120.6,47
2013,12,Jayanagar,12.925,77.5938,20.3,19.3,135.4,94.3,86
2013,12,Malleshwaram,13.0097,77.5649,21.9,271.5,124.4,73.0,71
2013,12,Hebbal,13.0358,77.597,22.5,172.2,123.3,85.0,55
2013,12,Electronic City,12.8445,77.6636,20.4,205.0,25.9,50.8,56
2013,12,BTM Layout,12.9166,77.6101,33.3,10.4,92.9,56.7,64
2013,12,Rajajinagar,12.998,77.5542,24.4,123.6,82.6,21.6,47
2013,12,Marathahalli,12.9563,77.7011,23.0,265.4,78.9,129.8,60
2013,12,Bannerghatta,12.8,77.5771,32.0,238.5,148.4,158.6,34
2013,12,Yeshwanthpur,13.0286,77.5308,27.3,273.8,75.4,83.8,69
2014,1,Indiranagar,12.9784,77.6408,22.7,95.7,32.9,180.2,51
2014,1,Whitefield,12.9698,77.7499,34.9,158.8,115.0,199.9,43
2014,1,Koramangala,12.9345,77.6192,34.6,30.0,98.5,60.6,68
2014,1,Jayanagar,12.925,77.5938,20.8,298.9,32.9,170.8,9
2014,1,Malleshwaram,13.0097,77.5649,32.0,106.4,125.9,170.6,62
2014,1,Hebbal,13.0358,77.597,32.1,209.3,137.1,15.4,73
2014,1,Electronic City,12.8445,77.6636,30.5,284.3,84.5,117.0,72
2014,1,BTM Layout,12.9166,77.6101,33.2,147.7,46.4,103.2,105
2014,1,Rajajinagar,12.998,77.5542,21.4,69.8,32.8,110.0,94
2014,1,Marathahalli,12.9563,77.7011,23.0,39.1,107.5,184.6,50
2014,1,Bannerghatta,12.8,77.5771,32.7,97.1,3.3,121.5,79
2014,1,Yeshwanthpur,13.0286,77.5308,32.7,258.2,144.1,81.0,32
2014,2,Indiranagar,12.9784,77.6408,34.1,118.7,15.2,67.3,57
2014,2,Whitefield,12.9698,77.7499,34.2,237.6,144.1,133.3,58
2014,2,Koramangala,12.9345,77.6192,22.6,290.6,104.0,186.5,53
2014,2,Jayanagar,12.925,77.5938,28.8,52.6,46.0,140.8,36
2014,2,Malleshwaram,13.0097,77.5649,21.9,218.6,142.3,190.3,0
2014,2,Hebbal,13.0358,77.597,34.5,9.7,90.4,185.0,90
2014,2,Electronic City,12.8445,77.6636,34.5,66.3,84.8,188.0,70
2014,2,BTM Layout,12.9166,77.6101,23.6,294.7,25.2,178.2,75
2014,2,Rajajinagar,12.998,77.5542,21.3,212.7,95.9,178.5,35
2014,2,Marathahalli,12.9563,77.7011,23.7,20.3,38.5,30.5,55
2014,2,Bannerghatta,12.8,77.5771,20.0,115.8,109.9,194.1,67
2014,2,Yeshwanthpur,13.0286,77.5308,25.7,163.8,15.2,101.1,34
2014,3,Indiranagar,12.9784,77.6408,33.0,195.3,103.1,40.9,84
2014,3,Whitefield,12.9698,77.7499,24.4,95.6,142.7,24.1,67
2014,3,Koramangala,12.9345,77.6192,22.6,112.6,109.8,113.9,57
2014,3,Jayanagar,12.925,77.5938,28.9,184.1,72.4,15.9,44
2014,3,Malleshwaram,13.0097,77.5649,34.1,49.5,133.5,39.8,60
2014,3,Hebbal,13.0358,77.597,22.8,209.2,108.3,148.7,58
2014,3,Electronic City,12.8445,77.6636,24.0,84.5,35.6,19.4,15
2014,3,BTM Layout,12.9166,77.6101,22.3,108.2,64.1,66.0,33
2014,3,Rajajinagar,12.998,77.5542,29.9,180.1,30.0,14.9,57
2014,3,Marathahalli,12.9563,77.7011,21.2,253.1,46.3,85.5,64
2014,3,Bannerghatta,12.8,77.5771,27.3,198.3,13.7,113.4,66
2014,3,Yeshwanthpur,13.0286,77.5308,25.5,133.7,39.5,98.4,88
2014,4,Indiranagar,12.9784,77.6408,23.4,80.6,9.2,152.9,45
2014,4,Whitefield,12.9698,77.7499,25.2,162.4,145.6,122.0,42
2014,4,Koramangala,12.9345,77.6192,28.3,252.2,122.8,89.5,10
2014,4,Jayanagar,12.925,77.5938,27.1,264.5,71.4,25.0,41
2014,4,Malleshwaram,13.0097,77.5649,33.5,214.3,75.3,181.1,59
2014,4,Hebbal,13.0358,77.597,29.3,36.1,113.6,42.8,21
2014,4,Electronic City,12.8445,77.6636,34.8,291.6,121.3,34.0,0
2014,4,BTM Layout,12.9166,77.6101,26.5,299.2,94.1,168.5,77
2014,4,Rajajinagar,12.998,77.5542,23.9,273.2,137.1,22.7,34
2014,4,Marathahalli,12.9563,77.7011,24.9,82.9,68.7,176.0,63
2014,4,Bannerghatta,12.8,77.5771,31.8,186.9,78.4,89.7,40
2014,4,Yeshwanthpur,13.0286,77.5308,28.8,227.5,140.9,185.7,55
2014,5,Indiranagar,12.9784,77.6408,28.4,30.3,42.9,111.8,38
2014,5,Whitefield,12.9698,77.7499,25.7,145.7,91.3,17.1,67
2014,5,Koramangala,12.9345,77.6192,24.1,43.2,91.3,141.8,90
2014,5,Jayanagar,12.925,77.5938,25.0,71.3,111.9,185.0,60
2014,5,Malleshwaram,13.0097,77.5649,33.5,6.1,122.6,67.6,45
2014,5,Hebbal,13.0358,77.597,30.4,29.5,130.3,35.5,72
2014,5,Electronic City,12.8445,77.6636,34.6,132.9,123.9,61.2,25
2014,5,BTM Layout,12.9166,77.6101,22.8,63.4,123.6,150.8,64
2014,5,Rajajinagar,12.998,77.5542,31.4,260.2,123.2,107.9,59
2014,5,Marathahalli,12.9563,77.7011,27.6,40.7,127.7,177.1,64
2014,5,Bannerghatta,12.8,77.5771,20.4,57.8,124.9,169.0,50
2014,5,Yeshwanthpur,13.0286,77.5308,33.8,211.4,41.1,166.5,72
2014,6,Indiranagar,12.9784,77.6408,27.6,190.6,18.6,15.8,31
2014,6,Whitefield,12.9698,77.7499,22.7,261.1,88.0,76.5,69
2014,6,Koramangala,12.9345,77.6192,22.5,268.3,112.3,140.9,45
2014,6,Jayanagar,12.925,77.5938,22.4,171.7,144.7,172.9,69
2014,6,Malleshwaram,13.0097,77.5649,29.7,203.3,40.4,87.8,84
2014,6,Hebbal,13.0358,77.597,31.5,2.7,136.7,133.0,54
2014,6,Electronic City,12.8445,77.6636,29.0,2.5,37.9,163.0,32
2014,6,BTM Layout,12.9166,77.6101,29.6,127.1,56.5,76.3,99
2014,6,Rajajinagar,12.998,77.5542,23.8,140.0,101.6,166.6,42
2014,6,Marathahalli,12.9563,77.7011,27.7,198.7,126.5,81.1,55
2014,6,Bannerghatta,12.8,77.5771,29.7,182.7,44.8,30.5,104
2014,6,Yeshwanthpur,13.0286,77.5308,29.6,258.4,39.2,145.1,73
2014,7,Indiranagar,12.9784,77.6408,33.4,89.6,22.5,155.4,79
2014,7,Whitefield,12.9698,77.7499,32.0,180.0,99.1,139.3,28
2014,7,Koramangala,12.9345,77.6192,30.8,196.6,149.6,59.3,32
2014,7,Jayanagar,12.925,77.5938,20.5,212.4,85.8,46.1,59
2014,7,Malleshwaram,13.0097,77.5649,30.9,66.7,80.2,159.1,74
2014,7,Hebbal,13.0358,77.597,27.6,253.6,126.1,176.5,33
2014,7,Electronic City,12.8445,77.6636,22.7,29.3,19.2,59.1,62
2014,7,BTM Layout,12.9166,77.6101,22.7,203.9,50.3,27.0,18
2014,7,Rajajinagar,12.998,77.5542,25.3,223.3,46.1,159.7,42
2014,7,Marathahalli,12.9563,77.7011,24.4,255.4,70.6,174.6,63
2014,7,Bannerghatta,12.8,77.5771,28.8,283.3,10.7,179.0,9
2014,7,Yeshwanthpur,13.0286,77.5308,25.7,89.5,8.1,172.3,49
2014,8,Indiranagar,12.9784,77.6408,22.1,60.1,61.4,118.2,68
2014,8,Whitefield,12.9698,77.7499,24.7,214.7,116.8,102.6,37
2014,8,Koramangala,12.9345,77.6192,29.5,53.0,95.2,10.9,45
2014,8,Jayanagar,12.925,77.5938,22.5,229.3,73.4,155.1,83
2014,8,Malleshwaram,13.0097,77.5649,21.3,184.3,95.0,86.6,69
2014,8,Hebbal,13.0358,77.597,20.6,59.8,56.0,12.7,45
2014,8,Electronic City,12.8445,77.6636,24.8,250.0,28.6,138.6,39
2014,8,BTM Layout,12.9166,77.6101,30.4,103.3,19.3,82.9,39
2014,8,Rajajinagar,12.998,77.5542,28.8,50.1,123.6,66.7,41
2014,8,Marathahalli,12.9563,77.7011,28.9,101.4,133.2,199.1,81
2014,8,Bannerghatta,12.8,77.5771,25.1,270.4,53.9,45.8,92
2014,8,Yeshwanthpur,13.0286,77.5308,26.1,68.5,109.1,34.9,35
2014,9,Indiranagar,12.9784,77.6408,31.0,176.9,25.3,79.7,46
2014,9,Whitefield,12.9698,77.7499,33.1,76.7,80.2,19.2,45
2014,9,Koramangala,12.9345,77.6192,34.9,198.6,98.0,13.8,42
2014,9,Jayanagar,12.925,77.5938,25.7,164.2,71.2,39.1,30
2014,9,Malleshwaram,13.0097,77.5649,30.4,189.1,45.2,135.7,41
2014,9,Hebbal,13.0358,77.597,29.1,41.1,124.6,29.9,36
2014,9,Electronic City,12.8445,77.6636,30.8,35.3,17.1,30.2,54
2014,9,BTM Layout,12.9166,77.6101,23.9,156.9,30.3,143.7,62
2014,9,Rajajinagar,12.998,77.5542,24.4,11.8,74.5,49.5,66
2014,9,Marathahalli,12.9563,77.7011,20.0,201.5,136.0,168.7,42
2014,9,Bannerghatta,12.8,77.5771,30.0,44.7,13.5,107.2,48
2014,9,Yeshwanthpur,13.0286,77.5308,23.8,69.3,148.3,66.2,40
2014,10,Indiranagar,12.9784,77.6408,27.0,29.9,26.2,17.5,40
2014,10,Whitefield,12.9698,77.7499,24.7,221.6,14.2,154.1,84
2014,10,Koramangala,12.9345,77.6192,20.7,255.6,99.5,42.4,36
2014,10,Jayanagar,12.925,77.5938,29.3,263.5,13.9,164.8,66
2014,10,Malleshwaram,13.0097,77.5649,22.7,120.2,144.3,61.6,20
2014,10,Hebbal,13.0358,77.597,32.0,194.7,119.5,31.5,75
2014,10,Electronic City,12.8445,77.6636,30.4,17.6,141.4,40.3,26
2014,10,BTM Layout,12.9166,77.6101,32.0,203.5,27.2,82.2,63
2014,10,Rajajinagar,12.998,77.5542,25.4,8.6,102.7,169.3,60
2014,10,Marathahalli,12.9563,77.7011,33.8,33.9,61.7,18.7,48
2014,10,Bannerghatta,12.8,77.5771,23.9,94.3,105.7,138.8,52
2014,10,Yeshwanthpur,13.0286,77.5308,28.5,293.4,100.5,74.3,23
2014,11,Indiranagar,12.9784,77.6408,27.8,210.2,14.3,135.7,50
2014,11,Whitefield,12.9698,77.7499,30.1,115.5,125.9,116.1,68
2014,11,Koramangala,12.9345,77.6192,34.8,16.4,96.5,39.8,72
